Gene	Status
29658at314145	Single
29665at314145	Single
29669at314145	Single
29686at314145	Single
2968at314145	Single
29694at314145	Single
29696at314145	Single
29698at314145	Single
29726at314145	Single
29737at314145	Single
29779at314145	Single
29790at314145	Single
29803at314145	Single
29815at314145	Single
29822at314145	Single
29824at314145	Single
29832at314145	Single
29837at314145	Single
29838at314145	Single
29839at314145	Single
29847at314145	Single
29852at314145	Single
29870at314145	Single
29878at314145	Single
29879at314145	Single
29899at314145	Single
29917at314145	Single
29936at314145	Single
29942at314145	Single
29950at314145	Single
29959at314145	Single
29964at314145	Single
29968at314145	Single
29970at314145	Single
29971at314145	Single
29982at314145	Single
29987at314145	Single
29989at314145	Single
29993at314145	Single
29994at314145	Single
30007at314145	Single
30008at314145	Single
30017at314145	Single
30026at314145	Single
30028at314145	Single
30043at314145	Single
30044at314145	Single
30048at314145	Single
30053at314145	Single
30063at314145	Single
30066at314145	Single
30067at314145	Single
30069at314145	Single
3006at314145	Single
30073at314145	Single
30075at314145	Single
30094at314145	Single
30109at314145	Single
30117at314145	Single
3011at314145	Single
30120at314145	Single
30129at314145	Single
30144at314145	Single
30154at314145	Single
30159at314145	Single
30175at314145	Single
30179at314145	Single
30191at314145	Single
30198at314145	Single
30210at314145	Single
30219at314145	Single
30233at314145	Single
30234at314145	Single
30240at314145	Single
30247at314145	Single
30249at314145	Single
3025at314145	Single
30262at314145	Single
30263at314145	Single
3026at314145	Single
30273at314145	Single
30295at314145	Single
30296at314145	Single
30329at314145	Single
30339at314145	Single
30370at314145	Single
30377at314145	Single
30381at314145	Single
30388at314145	Single
30391at314145	Single
30394at314145	Single
30422at314145	Single
3042at314145	Single
30449at314145	Single
30470at314145	Single
30479at314145	Single
30480at314145	Single
30483at314145	Single
30484at314145	Single
30491at314145	Single
30494at314145	Single
30496at314145	Single
30497at314145	Single
3049at314145	Single
30501at314145	Single
30505at314145	Single
3050at314145	Single
30511at314145	Single
30515at314145	Single
30518at314145	Single
30524at314145	Single
30542at314145	Single
30543at314145	Single
30545at314145	Single
30549at314145	Single
30568at314145	Single
30579at314145	Single
3057at314145	Single
30586at314145	Single
30601at314145	Single
30612at314145	Single
30628at314145	Single
30629at314145	Single
30641at314145	Single
30653at314145	Single
30659at314145	Single
30660at314145	Single
30661at314145	Single
30662at314145	Single
30665at314145	Single
30686at314145	Single
3069at314145	Single
30708at314145	Single
30710at314145	Single
30719at314145	Single
3073at314145	Single
30748at314145	Single
30753at314145	Single
30789at314145	Single
30792at314145	Single
30796at314145	Single
30813at314145	Single
30818at314145	Single
30829at314145	Single
30833at314145	Single
30844at314145	Single
30847at314145	Single
30861at314145	Single
30862at314145	Single
30873at314145	Single
30879at314145	Single
3087at314145	Single
30884at314145	Single
30886at314145	Single
308at314145	Single
30905at314145	Single
30908at314145	Single
30929at314145	Single
30946at314145	Single
30949at314145	Single
30961at314145	Single
30962at314145	Single
30972at314145	Single
30974at314145	Single
30983at314145	Single
30989at314145	Single
30995at314145	Single
31016at314145	Single
31017at314145	Single
31025at314145	Single
31036at314145	Single
31038at314145	Single
31043at314145	Single
31047at314145	Single
31057at314145	Single
31063at314145	Single
31064at314145	Single
31067at314145	Single
31070at314145	Single
31074at314145	Single
31076at314145	Single
31084at314145	Single
31089at314145	Single
31113at314145	Single
31133at314145	Single
31135at314145	Single
31145at314145	Single
31166at314145	Single
31168at314145	Single
31204at314145	Single
31206at314145	Single
31210at314145	Single
31212at314145	Single
31225at314145	Single
31230at314145	Single
31240at314145	Single
31244at314145	Single
31248at314145	Single
31251at314145	Single
31252at314145	Single
31253at314145	Single
31254at314145	Single
31267at314145	Single
31277at314145	Single
31293at314145	Single
31297at314145	Single
3131at314145	Single
31325at314145	Single
31327at314145	Single
3132at314145	Single
31332at314145	Single
31333at314145	Single
31354at314145	Single
31357at314145	Single
31370at314145	Single
31375at314145	Single
31379at314145	Single
31383at314145	Single
31384at314145	Single
31391at314145	Single
31397at314145	Single
3139at314145	Single
31420at314145	Single
31427at314145	Single
31428at314145	Single
31432at314145	Single
31442at314145	Single
31472at314145	Single
31478at314145	Single
31483at314145	Single
31492at314145	Single
31503at314145	Single
31522at314145	Single
31543at314145	Single
31544at314145	Single
31545at314145	Single
31570at314145	Single
31584at314145	Duplicated
31584at314145	Duplicated
3159at314145	Single
31608at314145	Single
31610at314145	Single
31613at314145	Single
31624at314145	Single
31634at314145	Single
31635at314145	Single
31636at314145	Single
31637at314145	Single
31641at314145	Single
31643at314145	Single
31646at314145	Single
31648at314145	Single
3164at314145	Single
31652at314145	Single
3165at314145	Single
31662at314145	Single
31672at314145	Single
31682at314145	Single
31699at314145	Single
3169at314145	Single
31700at314145	Single
31704at314145	Single
31718at314145	Single
31725at314145	Single
31729at314145	Single
31730at314145	Single
31734at314145	Single
31735at314145	Single
31741at314145	Single
31763at314145	Single
31764at314145	Single
31766at314145	Single
3176at314145	Single
31789at314145	Single
31796at314145	Single
31800at314145	Single
31810at314145	Single
31816at314145	Single
31835at314145	Single
31845at314145	Single
31850at314145	Single
31861at314145	Single
31864at314145	Single
3186at314145	Single
31870at314145	Single
31879at314145	Single
31898at314145	Single
31913at314145	Single
31926at314145	Single
31930at314145	Single
31938at314145	Single
31945at314145	Single
3194at314145	Single
31950at314145	Single
31963at314145	Single
31964at314145	Single
31969at314145	Single
3196at314145	Single
31978at314145	Single
31984at314145	Single
31990at314145	Single
31997at314145	Single
31998at314145	Single
32008at314145	Single
32014at314145	Single
32015at314145	Single
32016at314145	Single
32017at314145	Single
32019at314145	Single
32021at314145	Single
32025at314145	Single
32030at314145	Single
32031at314145	Single
32042at314145	Single
32057at314145	Single
32058at314145	Single
32064at314145	Single
32067at314145	Single
32068at314145	Single
32070at314145	Single
32089at314145	Single
32091at314145	Single
32114at314145	Single
32121at314145	Single
32128at314145	Single
32150at314145	Single
32154at314145	Single
32158at314145	Single
32162at314145	Single
32163at314145	Single
32169at314145	Single
32171at314145	Single
32188at314145	Single
32197at314145	Single
32208at314145	Single
32219at314145	Single
32222at314145	Single
32233at314145	Single
32240at314145	Single
32243at314145	Single
32251at314145	Single
32258at314145	Single
32277at314145	Single
3227at314145	Single
32282at314145	Single
32292at314145	Single
3229at314145	Single
32316at314145	Single
32322at314145	Single
32324at314145	Single
32326at314145	Single
32332at314145	Single
32349at314145	Single
32351at314145	Single
32352at314145	Single
32356at314145	Single
32357at314145	Single
32359at314145	Single
32360at314145	Single
32361at314145	Single
32371at314145	Single
32388at314145	Single
32405at314145	Single
32408at314145	Single
32413at314145	Single
32420at314145	Single
32423at314145	Single
32425at314145	Single
32430at314145	Single
32446at314145	Single
32468at314145	Single
32485at314145	Single
32486at314145	Single
32496at314145	Single
324at314145	Single
32505at314145	Single
32508at314145	Duplicated
32508at314145	Duplicated
32511at314145	Single
32516at314145	Single
32517at314145	Single
32527at314145	Single
32528at314145	Single
32542at314145	Single
32552at314145	Single
32555at314145	Single
32560at314145	Single
32574at314145	Single
32589at314145	Single
32592at314145	Single
32593at314145	Single
32604at314145	Single
32619at314145	Single
3261at314145	Single
32622at314145	Single
32623at314145	Single
32634at314145	Single
32644at314145	Single
32654at314145	Single
32659at314145	Single
32660at314145	Single
32671at314145	Single
32676at314145	Single
3273at314145	Single
32760at314145	Single
32765at314145	Single
32774at314145	Single
32776at314145	Single
32788at314145	Single
32795at314145	Single
32797at314145	Single
32810at314145	Single
32812at314145	Single
32824at314145	Single
32832at314145	Single
32837at314145	Single
3283at314145	Single
32841at314145	Single
32859at314145	Single
32868at314145	Single
32869at314145	Single
3287at314145	Single
32881at314145	Single
32901at314145	Single
32911at314145	Single
32912at314145	Single
32926at314145	Single
32927at314145	Single
32928at314145	Single
32931at314145	Single
32935at314145	Single
32944at314145	Single
32950at314145	Single
32952at314145	Single
32955at314145	Single
32971at314145	Single
32973at314145	Single
32979at314145	Single
32990at314145	Single
32992at314145	Single
32995at314145	Single
32at314145	Single
33017at314145	Single
33055at314145	Single
33059at314145	Single
33060at314145	Single
33067at314145	Single
3306at314145	Single
33077at314145	Single
33090at314145	Single
33095at314145	Single
330at314145	Single
33106at314145	Single
33108at314145	Single
33119at314145	Single
33124at314145	Single
33140at314145	Single
33163at314145	Single
3316at314145	Single
33172at314145	Single
3318at314145	Single
33194at314145	Single
33201at314145	Single
33204at314145	Single
33208at314145	Single
33211at314145	Single
33217at314145	Single
33225at314145	Single
33227at314145	Single
33231at314145	Single
33232at314145	Single
33233at314145	Single
33235at314145	Single
33236at314145	Single
33267at314145	Single
33269at314145	Single
33272at314145	Single
33284at314145	Single
33287at314145	Single
33294at314145	Single
33298at314145	Single
33315at314145	Single
33320at314145	Single
33321at314145	Single
33324at314145	Single
3332at314145	Single
33330at314145	Single
33348at314145	Single
33349at314145	Single
33358at314145	Single
3336at314145	Single
33370at314145	Single
33374at314145	Single
33395at314145	Single
33397at314145	Single
33400at314145	Single
33437at314145	Single
33441at314145	Single
3344at314145	Single
33485at314145	Single
3348at314145	Single
33496at314145	Single
33503at314145	Single
33509at314145	Single
33511at314145	Single
33519at314145	Single
33523at314145	Single
33537at314145	Single
33542at314145	Single
33543at314145	Single
33547at314145	Single
33549at314145	Single
33553at314145	Single
33564at314145	Single
33567at314145	Single
33569at314145	Single
33577at314145	Single
33586at314145	Single
33591at314145	Single
33598at314145	Single
33605at314145	Single
3360at314145	Single
33621at314145	Single
33659at314145	Single
3367at314145	Single
33698at314145	Single
33710at314145	Single
33720at314145	Single
33731at314145	Single
33733at314145	Single
33775at314145	Single
33780at314145	Single
33782at314145	Single
33788at314145	Single
33796at314145	Single
33804at314145	Single
33832at314145	Single
33834at314145	Single
33853at314145	Single
33859at314145	Single
33860at314145	Single
33871at314145	Single
33875at314145	Single
3388at314145	Single
3389at314145	Single
338at314145	Single
33906at314145	Single
33914at314145	Single
33918at314145	Single
33919at314145	Single
33922at314145	Single
33930at314145	Single
33941at314145	Single
33945at314145	Single
33948at314145	Single
33961at314145	Single
33984at314145	Single
34001at314145	Single
34014at314145	Single
34046at314145	Single
34056at314145	Single
34070at314145	Single
34090at314145	Single
34102at314145	Single
34103at314145	Single
34117at314145	Single
34127at314145	Single
34134at314145	Single
34144at314145	Single
34147at314145	Single
34191at314145	Single
34213at314145	Single
34216at314145	Single
34217at314145	Single
34223at314145	Single
34232at314145	Single
34237at314145	Single
34242at314145	Single
3424at314145	Single
34254at314145	Single
34261at314145	Single
34280at314145	Single
34287at314145	Single
34297at314145	Single
34299at314145	Single
342at314145	Single
34308at314145	Single
34314at314145	Single
34321at314145	Single
34325at314145	Single
34330at314145	Single
34331at314145	Single
34359at314145	Single
34364at314145	Single
34368at314145	Single
34406at314145	Single
34410at314145	Single
34438at314145	Single
34442at314145	Single
