Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
106895at314145	Single	OW443360.1	6855359	6982117	+	756	133	0.7778	1.0	0	106895at314145_9615_0:0013bc	6855360_6855390_+|6923460_6923539_+|6935639_6935718_+|6959113_6959185_+|6976117_6976196_+|6977270_6977312_+|6977424_6977490_+|6982005_6982120_+
106897at314145	Single	OW443360.1	177606923	177615427	-	717	109	0.9704	1.0	0	106897at314145_118797_0:003f66	177615295_177615427_-|177612486_177612545_-|177610394_177610497_-|177606921_177607031_-
106902at314145	Single	OW443380.1	46045969	46048353	+	643	117	0.8633	1.0	0	106902at314145_29073_0:001186	46045970_46046018_+|46047992_46048356_+
106905at314145	Single	OW443376.1	51829868	51831449	+	552	109	0.8968	1.0	0	106905at314145_9798_0:001694	51829869_51830199_+|51831403_51831449_+
106918at314145	Single	OW443363.1	49920160	49924666	-	646	125	0.8082	0.9012345679012346	0	106918at314145_59463_0:0020f9	49924582_49924666_-|49922565_49922688_-|49921794_49921943_-|49920158_49920239_-
106939at314145	Single	OW443372.1	68022889	68039208	+	744	162	0.775	0.983957219251337	0	106939at314145_59463_0:0043c4	68022890_68023124_+|68035762_68035905_+|68037945_68038094_+|68039138_68039208_+
106964at314145	Single	OW443363.1	79009971	79024552	-	801	157	0.9064	0.8423645320197044	0	106964at314145_9874_0:000e17	79024387_79024552_-|79021589_79021764_-|79009972_79010142_-
106979at314145	Single	OW443366.1	117346529	117350310	+	493	118	0.746	0.9921259842519685	0	106979at314145_109478_0:0041d1	117346530_117346639_+|117347733_117347811_+|117350125_117350310_+
106985at314145	Single	OW443368.1	100179058	100188181	+	656	101	0.8377	1.0	0	106985at314145_9823_0:002ec6	100179059_100179212_+|100182801_100182871_+|100184653_100184745_+|100188041_100188184_+
107001at314145	Single	OW443373.1	70626274	70627248	-	713	136	0.7785	0.9457831325301205	0	107001at314145_143302_0:00269e	70627136_70627248_-|70626618_70626831_-|70626275_70626421_-
107014at314145	Single	OW443360.1	101421869	101429024	-	1155	208	0.9355	1.0	0	107014at314145_109478_0:00230f	101428960_101429024_-|101427461_101427614_-|101424723_101424906_-|101423761_101423898_-|101421867_101422072_-
107019at314145	Single	OW443368.1	55112975	55137815	+	541	106	0.9189	0.888	0	107019at314145_9402_0:00459d	55112976_55113107_+|55135795_55135890_+|55137711_55137815_+
10702at314145	Single	OW443377.1	56230021	56385709	+	5144	859	0.9476	0.9921491658488715	0	10702at314145_109478_0:001150	56230022_56230133_+|56376960_56377166_+|56380398_56380622_+|56383221_56385712_+
107033at314145	Single	OW443363.1	133034508	133037303	-	605	108	0.8561	1.0	0	107033at314145_109478_0:00492f	133037237_133037303_-|133036082_133036254_-|133034950_133035057_-|133034506_133034556_-
107044at314145	Single	OW443360.1	200209866	200212544	-	669	110	0.8884	1.0	0	107044at314145_9838_0:00080d	200212431_200212544_-|200211539_200211790_-|200209864_200209966_-
107047at314145	Single	OW443379.1	33368961	33369354	-	559	120	0.7852	0.9310344827586207	0	107047at314145_132908_0:002e38	33368959_33369354_-
107050at314145	Single	OW443376.1	27590256	27590938	-	719	127	0.9459	0.8409090909090909	0	107050at314145_9940_0:002f17	27590534_27590938_-|27590254_27590295_-
107064at314145	Single	OW443370.1	52050943	52058499	-	535	97	0.8898	0.959349593495935	0	107064at314145_29073_0:0006bf	52058323_52058499_-|52053527_52053625_-|52050944_52051021_-
107065at314145	Single	OW443377.1	68261817	68272974	+	678	134	0.8654	1.0	0	107065at314145_30538_0:002e54	68261818_68261886_+|68261930_68262100_+|68270110_68270265_+|68272906_68272977_+
107066at314145	Single	OW443361.1	60165058	60180014	+	906	134	0.9771	0.9459459459459459	0	107066at314145_291302_0:0032df	60165059_60165135_+|60172881_60173019_+|60175734_60175892_+|60179865_60180014_+
107069at314145	Single	OW443376.1	43960820	43962713	-	518	101	0.7705	0.8243243243243243	0	107069at314145_143302_0:002a9c	43962540_43962713_-|43961538_43961654_-|43960818_43960895_-
107072at314145	Single	OW443362.1	4989841	4993580	-	652	135	0.6597	1.0	0	107072at314145_143302_0:002e6b	4993428_4993580_-|4992412_4992445_-|4989839_4990227_-
107093at314145	Single	OW443380.1	46318756	46323474	-	823	141	0.9509	1.0	0	107093at314145_9974_0:001512	46323368_46323474_-|46322887_46322983_-|46322740_46322789_-|46322238_46322287_-|46319551_46319633_-|46318999_46319072_-|46318754_46318825_-
107108at314145	Single	OW443369.1	16001634	16005138	+	795	115	0.9667	1.0	0	107108at314145_9874_0:001d7d	16001635_16001749_+|16002633_16002806_+|16004978_16005138_+
107125at314145	Single	OW443373.1	68018553	68020358	-	616	120	0.9752	1.0	0	107125at314145_30521_0:0015d4	68020214_68020358_-|68018551_68018771_-
107132at314145	Single	OW443370.1	83620527	83623208	-	560	98	0.8293	1.0	0	107132at314145_109478_0:000f00	83623073_83623208_-|83622742_83622842_-|83622435_83622544_-|83620525_83620549_-
107141at314145	Single	OW443368.1	6769584	6770693	+	670	128	0.7778	1.0	0	107141at314145_109478_0:001644	6769585_6769756_+|6769946_6770142_+|6770223_6770342_+|6770670_6770696_+
107148at314145	Single	OW443360.1	99028898	99029967	+	602	113	0.8872	1.0	0	107148at314145_132908_0:001f7a	99028899_99029131_+|99029346_99029462_+|99029920_99029970_+
107149at314145	Single	OW443379.1	43104731	43107144	-	576	109	0.9043	0.8984375	0	107149at314145_9838_0:0007d5	43107097_43107144_-|43106409_43106528_-|43104729_43104908_-
107150at314145	Single	OW443371.1	21346692	21391185	+	1080	183	0.9447	1.0	0	107150at314145_9874_0:00283c	21346693_21346893_+|21384608_21384694_+|21390823_21391188_+
107152at314145	Single	OW443362.1	72272271	72275284	+	454	115	0.6324	0.9712230215827338	0	107152at314145_9615_0:002093	72272272_72272385_+|72272505_72272540_+|72272626_72272658_+|72273876_72274007_+|72275192_72275284_+
107180at314145	Single	OW443368.1	48306609	48308381	+	997	165	0.9013	0.9823788546255506	0	107180at314145_9793_0:00238b	48306610_48306735_+|48307198_48307309_+|48307449_48307603_+|48307844_48307908_+|48307997_48308111_+|48308295_48308384_+
107184at314145	Single	OW443372.1	74826658	74857426	+	789	93	0.8564	1.0	2	107184at314145_9796_0:002655	74826659_74826886_+|74846614_74846664_+|74852655_74852684_+|74855731_74855781_+|74857064_74857177_+|74857298_74857429_+
1071at314145	Single	OW443376.1	19168851	19296641	+	13125	2194	0.9233	0.9970555760029445	0	1071at314145_9793_0:001953	19168852_19169375_+|19184329_19184476_+|19186281_19186430_+|19199422_19199484_+|19200302_19200360_+|19201250_19201367_+|19205353_19205439_+|19205642_19205776_+|19209414_19209535_+|19210802_19211045_+|19212235_19212411_+|19213085_19213228_+|19216176_19216431_+|19217218_19217428_+|19227558_19227753_+|19241817_19241981_+|19243254_19243433_+|19244463_19244573_+|19246204_19246406_+|19247480_19247679_+|19248596_19248755_+|19254102_19254191_+|19256448_19256551_+|19262192_19262321_+|19263996_19264056_+|19276989_19277049_+|19277773_19277989_+|19279564_19279772_+|19280884_19282467_+|19285236_19285387_+|19285965_19286171_+|19287171_19287623_+|19289248_19289442_+|19290411_19290530_+|19295748_19296644_+
10720at314145	Single	OW443366.1	54392387	54723156	-	5897	1184	0.8628	1.0	0	10720at314145_9615_0:002071	54722878_54723156_-|54713402_54713511_-|54634938_54635022_-|54615562_54615696_-|54614774_54614953_-|54598358_54598495_-|54580223_54580381_-|54576400_54576594_-|54539640_54539816_-|54537714_54537839_-|54531909_54532030_-|54530420_54530539_-|54516558_54516658_-|54504674_54504765_-|54497658_54498199_-|54493620_54493794_-|54478757_54478847_-|54478452_54478675_-|54446005_54446196_-|54441059_54441156_-|54439356_54439482_-|54437607_54437744_-|54436831_54437016_-|54407141_54407326_-|54404576_54404653_-|54392385_54392486_-
107216at314145	Single	OW443366.1	65243880	65266648	+	650	100	0.8716	1.0	0	107216at314145_9925_0:001979	65243881_65243964_+|65262272_65262402_+|65262975_65263084_+|65266530_65266651_+
107223at314145	Single	OW443373.1	32122036	32138820	+	677	126	0.9398	0.9851851851851852	0	107223at314145_132908_0:001de3	32122037_32122176_+|32135769_32135918_+|32138712_32138820_+
107231at314145	Single	OW443373.1	13186544	13201937	+	770	177	0.7251	1.0	0	107231at314145_73337_0:003794	13186545_13186587_+|13189959_13190318_+|13193357_13193446_+|13197921_13198010_+|13199563_13199599_+|13201928_13201940_+
107268at314145	Single	OW443362.1	1497888	1500606	-	1001	253	0.6406	1.0	0	107268at314145_34882_0:00446e	1500489_1500606_-|1500065_1500102_-|1499790_1499910_-|1499236_1499406_-|1498455_1498546_-|1497886_1498347_-
107276at314145	Single	OW443376.1	71877787	71879163	-	637	146	0.7546	0.9878048780487805	0	107276at314145_89399_0:00334e	71879109_71879163_-|71878798_71878930_-|71877788_71878088_-
107291at314145	Single	OW443366.1	20916458	20937858	-	692	163	0.6712	1.0	0	107291at314145_29078_0:002acb	20937801_20937858_-|20937559_20937644_-|20937267_20937392_-|20919074_20919167_-|20918114_20918286_-|20917908_20917942_-|20916611_20916644_-|20916456_20916500_-
107292at314145	Single	OW443379.1	9950317	9952138	-	371	75	0.8816	0.5801526717557252	0	107292at314145_9615_0:000fa5	9952053_9952138_-|9951550_9951625_-|9950315_9950383_-
107308at314145	Single	OW443376.1	49429476	49432475	-	517	76	0.8154	1.0	0	107308at314145_30521_0:0000f2	49432329_49432475_-|49430801_49430888_-|49429474_49429601_-
107320at314145	Single	OW443365.1	39752140	39763886	-	562	79	0.964	1.0	0	107320at314145_29073_0:00408e	39763713_39763886_-|39752141_39752299_-
107333at314145	Single	OW443370.1	26140179	26157538	-	746	130	0.9932	1.0	0	107333at314145_9733_0:001079	26157429_26157538_-|26154957_26154991_-|26146308_26146447_-|26140177_26140335_-
107334at314145	Single	OW443379.1	29271534	29271831	+	520	83	0.9091	1.0	0	107334at314145_32536_0:004306	29271535_29271831_+
107338at314145	Single	OW443365.1	42967055	42973238	-	728	120	0.9236	1.0	0	107338at314145_109478_0:002678	42973141_42973238_-|42972091_42972172_-|42971888_42971955_-|42971512_42971619_-|42967319_42967382_-|42967053_42967103_-
107354at314145	Single	OW443362.1	3489665	3490223	+	909	168	0.9892	1.0	0	107354at314145_118797_0:002a05	3489666_3490226_+
107385at314145	Single	OW443379.1	9943289	9948908	+	654	102	0.9528	0.538135593220339	0	107385at314145_29073_0:000f95	9943290_9943383_+|9943855_9943951_+|9948719_9948911_+
107417at314145	Single	OW443371.1	95709563	95711642	+	806	143	0.9673	1.0	0	107417at314145_109478_0:002778	95709564_95709739_+|95710774_95710896_+|95711483_95711645_+
107423at314145	Single	OW443360.1	35365208	35365979	-	275	62	0.8235	1.0	0	107423at314145_9713_0:004e7b	35365898_35365979_-|35365209_35365330_-
107429at314145	Single	OW443375.1	64065764	64067227	+	886	113	0.9939	1.0	0	107429at314145_9733_0:002750	64065765_64065789_+|64066376_64066462_+|64066554_64066691_+|64066925_64067003_+|64067062_64067230_+
107440at314145	Single	OW443376.1	72596009	72597179	-	568	161	0.6648	1.0	0	107440at314145_42254_0:0033f0	72596906_72597179_-|72596007_72596263_-
107447at314145	Single	OW443360.1	176017830	176018487	+	672	195	0.6986	1.0	0	107447at314145_109478_0:004064	176017831_176018490_+
107448at314145	Single	OW443368.1	101007115	101012537	-	654	226	0.5855	1.0	0	107448at314145_291302_0:001a39	101012489_101012537_-|101009993_101010328_-|101007999_101008118_-|101007113_101007237_-
107454at314145	Single	OW443378.1	66129007	66134801	-	1160	192	0.9528	1.0	0	107454at314145_132908_0:00167d	66134319_66134801_-|66130722_66130829_-|66129005_66129115_-
107467at314145	Single	OW443360.1	99562129	99565332	-	626	89	1.0	1.0	0	107467at314145_109478_0:001dea	99565265_99565332_-|99564807_99564969_-|99562420_99562509_-|99562127_99562183_-
107479at314145	Single	OW443375.1	66030823	66033066	+	536	117	0.7985	0.9241379310344827	0	107479at314145_42254_0:0032aa	66030824_66030928_+|66032121_66032156_+|66032362_66032396_+|66032758_66032836_+|66032920_66033066_+
107497at314145	Single	OW443376.1	15931296	15936999	+	737	139	0.8232	0.9782608695652174	0	107497at314145_143302_0:002946	15931297_15931435_+|15932540_15932586_+|15933408_15933606_+|15936851_15937002_+
107506at314145	Single	OW443371.1	95624701	95625885	-	487	78	0.9882	1.0	0	107506at314145_9646_0:004243	95625834_95625885_-|95625381_95625404_-|95624699_95624880_-
107516at314145	Single	OW443360.1	24256907	24261296	-	510	98	0.7917	0.9523809523809523	0	107516at314145_109478_0:00230d	24261234_24261296_-|24258070_24258246_-|24256908_24257027_-
107520at314145	Single	OW443363.1	19569349	19576906	-	383	95	0.6774	1.0	0	107520at314145_143302_0:004290	19576863_19576906_-|19574289_19574347_-|19572625_19572758_-|19571118_19571181_-|19569347_19569420_-
107527at314145	Single	OW443373.1	13074641	13078385	+	384	107	0.6991	0.7516778523489933	0	107527at314145_73337_0:0037a4	13074642_13074708_+|13076651_13076823_+|13078287_13078385_+
107531at314145	Single	OW443374.1	36883837	36889172	-	693	91	0.9919	1.0	0	107531at314145_118797_0:003464	36889083_36889172_-|36887825_36887928_-|36887579_36887638_-|36883835_36883955_-
107557at314145	Single	OW443360.1	100211065	100213229	+	639	91	0.9552	0.8271604938271605	0	107557at314145_109478_0:001e7a	100211066_100211218_+|100211356_100211419_+|100212806_100212872_+|100213112_100213232_+
107558at314145	Single	OW443366.1	39794966	39795449	+	813	135	0.9503	0.9877300613496932	0	107558at314145_29073_0:0020a7	39794967_39795449_+
107578at314145	Single	OW443375.1	73052281	73055880	+	848	156	0.9686	0.7644230769230769	0	107578at314145_30521_0:000173	73052282_73052444_+|73053947_73054119_+|73055740_73055883_+
107587at314145	Single	OW443379.1	51697015	51702646	+	542	108	0.8966	0.928	0	107587at314145_109478_0:001395	51697016_51697081_+|51697590_51697696_+|51701525_51701580_+|51701868_51701921_+|51702582_51702649_+
107596at314145	Single	OW443378.1	54932819	54937385	+	460	137	0.6621	1.0	0	107596at314145_9402_0:0022d8	54932820_54932918_+|54935342_54935462_+|54937171_54937388_+
107600at314145	Single	OW443376.1	80999589	81000009	-	710	128	0.9929	1.0	0	107600at314145_118797_0:004134	80999587_81000009_-
107602at314145	Single	OW443361.1	155300263	155313865	-	709	116	0.9087	0.888268156424581	0	107602at314145_109478_0:002d0f	155313736_155313865_-|155309278_155309346_-|155305010_155305122_-|155303786_155303929_-|155300261_155300288_-
107604at314145	Single	OW443375.1	73154331	73162796	+	680	131	0.8082	1.0	0	107604at314145_29088_0:004467	73154332_73154365_+|73157125_73157284_+|73157772_73157899_+|73162681_73162796_+
107635at314145	Single	OW443379.1	9003490	9004552	-	561	110	0.9573	1.0	0	107635at314145_9691_0:003fe0	9004415_9004552_-|9003932_9004009_-|9003488_9003625_-
10763at314145	Single	OW443368.1	95447908	95457151	-	7167	1301	0.9001	1.0	0	10763at314145_109478_0:000314	95456740_95457151_-|95455939_95456058_-|95452781_95452991_-|95452538_95452622_-|95450152_95452438_-|95449432_95449713_-|95447906_95448999_-
10764at314145	Single	OW443379.1	28145776	28157761	-	5282	940	0.8902	1.0	0	10764at314145_42254_0:00332e	28157363_28157761_-|28154505_28155103_-|28154087_28154201_-|28152780_28152991_-|28152458_28152620_-|28151961_28152114_-|28150293_28150418_-|28149746_28149975_-|28149201_28149361_-|28148513_28148700_-|28147334_28147566_-|28146676_28146874_-|28145774_28146391_-
107657at314145	Single	OW443375.1	15473081	15484198	-	509	111	0.741	1.0	0	107657at314145_9685_0:00368e	15484060_15484198_-|15477938_15478161_-|15473079_15473132_-
107659at314145	Single	OW443368.1	9967484	9971686	-	664	115	0.9028	0.9664429530201343	0	107659at314145_109478_0:0029a1	9971650_9971686_-|9970966_9971067_-|9970300_9970392_-|9967485_9967684_-
107666at314145	Single	OW443379.1	45886901	45889476	-	674	127	0.927	0.9256756756756757	0	107666at314145_29088_0:004654	45889338_45889476_-|45888857_45888924_-|45886899_45887105_-
107699at314145	Single	OW443380.1	19213782	19214547	-	625	134	0.6439	1.0	0	107699at314145_9365_0:000ec8	19214253_19214547_-|19213783_19214102_-
107718at314145	Single	OW443376.1	79697830	79701593	+	600	88	1.0	1.0	0	107718at314145_109478_0:003aad	79697831_79697883_+|79699088_79699177_+|79700607_79700781_+|79701561_79701596_+
10772at314145	Single	OW443375.1	51159657	51270900	-	5040	829	0.9459	1.0	0	10772at314145_9713_0:00124a	51270672_51270900_-|51251650_51251821_-|51249724_51249853_-|51243578_51243682_-|51241382_51241448_-|51239862_51240066_-|51234240_51234423_-|51227862_51228006_-|51225980_51226230_-|51219937_51219996_-|51209071_51209268_-|51206782_51206933_-|51181623_51181755_-|51178416_51178502_-|51176489_51176650_-|51173934_51174115_-|51172349_51172541_-|51165838_51165892_-|51163808_51163921_-|51162282_51162382_-|51159655_51159795_-
107736at314145	Single	OW443363.1	88386266	88389594	-	1255	163	0.7142	1.0	4	107736at314145_9646_0:002319	88389419_88389594_-|88388804_88389180_-|88386264_88386848_-
107740at314145	Single	OW443366.1	84005510	84006263	-	764	131	0.8834	0.9157303370786517	0	107740at314145_291302_0:0042d1	84006127_84006263_-|84005982_84006040_-|84005833_84005894_-|84005508_84005741_-
107741at314145	Single	OW443370.1	70777598	70783415	-	770	154	0.8216	1.0	0	107741at314145_109478_0:002d70	70783209_70783415_-|70777596_70777946_-
107745at314145	Single	OW443374.1	31264210	31265768	-	760	134	0.7476	1.0	1	107745at314145_62698_0:002c04	31265524_31265768_-|31264829_31265089_-|31264208_31264341_-
107751at314145	Duplicated	OW443379.1	33521036	33524989	+	523	57	1.0	1.0	0	107751at314145_118797_0:002f09	33521037_33521145_+|33524847_33524992_+
107751at314145	Duplicated	OW443374.1	6562300	6562552	+	497	57	0.9405	1.0	0	107751at314145_118797_0:002f09	6562301_6562555_+
107759at314145	Single	OW443369.1	61035916	61038719	-	522	100	0.8547	1.0	0	107759at314145_143302_0:000a73	61038621_61038719_-|61037485_61037559_-|61036555_61036663_-|61035917_61035984_-
107783at314145	Single	OW443372.1	9749764	9794676	+	585	98	0.9256	1.0	0	107783at314145_291302_0:0012a9	9749765_9749792_+|9750303_9750403_+|9765315_9765452_+|9794581_9794679_+
107788at314145	Single	OW443380.1	12177320	12192938	+	736	107	1.0	1.0	0	107788at314145_118797_0:0030eb	12177321_12177453_+|12190221_12190391_+|12192811_12192941_+
10778at314145	Single	OW443374.1	56557207	56678624	-	5250	861	0.9755	1.0	0	10778at314145_30538_0:002d1e	56678527_56678624_-|56641030_56641214_-|56639466_56639673_-|56636285_56636454_-|56622452_56622574_-|56606702_56606814_-|56605971_56606133_-|56605174_56605266_-|56604642_56604733_-|56603741_56603821_-|56602122_56602225_-|56586056_56586158_-|56583999_56584121_-|56581683_56581765_-|56578466_56578610_-|56575616_56575726_-|56573446_56573566_-|56570473_56570564_-|56569366_56569477_-|56567323_56567490_-|56565480_56565752_-|56564337_56564398_-|56558728_56558800_-|56557960_56558027_-|56557205_56557300_-
