sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	contig_size
SAMPLE	Utg635316	no-zero-phased.vcf	6960	6826	13	0	2	3413	3413	3	6823	6826	1065035.5	1065035.5	7766	2122305	2130071	6839	5771	5764	0.998099137	0.998787039	2122305	2138513
SAMPLE	Utg636512	no-zero-phased.vcf	1152	475	520	0	7	44	67.85714286	4	197	475	5370	12189.57143	980	28070	85327	995	975	469	0.477386935	0.481025641	0	189445
SAMPLE	Utg634806	no-zero-phased.vcf	96500	92551	155	0	6	6184	15425.16667	13	64800	92551	2614991	6495951.667	5963	26554190	38975710	92706	76934	76880	0.998328048	0.9992981	26554190	39026300
SAMPLE	Utg634700	no-zero-phased.vcf	11288	11166	6	0	1	11166	11166	11166	11166	11166	4969553	4969553	4969553	4969553	4969553	11172	9368	9365	0.999462943	0.999679761	4969553	4989332
SAMPLE	Utg636214	no-zero-phased.vcf	2068	1617	252	0	6	91.5	269.5	41	720	1617	14322.5	46515.5	5444	165862	279093	1869	1813	1564	0.865168539	0.862658577	165862	312260
SAMPLE	Utg634642	no-zero-phased.vcf	46750	45047	53	0	1	45047	45047	45047	45047	45047	17258305	17258305	17258305	17258305	17258305	45100	37841	37823	0.998824834	0.999524325	17258305	17271236
SAMPLE	Utg635038	no-zero-phased.vcf	10033	9779	28	0	1	9779	9779	9779	9779	9779	4007597	4007597	4007597	4007597	4007597	9807	8022	8006	0.997144897	0.998005485	4007597	4007807
SAMPLE	Utg635392	no-zero-phased.vcf	15142	14637	32	0	1	14637	14637	14637	14637	14637	6564675	6564675	6564675	6564675	6564675	14669	12119	12108	0.997818529	0.999092334	6564675	6568691
SAMPLE	Utg638356	no-zero-phased.vcf	1299	716	1	0	2	358	358	155	561	716	68068.5	68068.5	59945	76192	136137	717	675	674	0.9986053	0.998518519	59945	154626
SAMPLE	Utg636102	no-zero-phased.vcf	1970	1215	8	0	2	607.5	607.5	480	735	1215	157413.5	157413.5	76727	238100	314827	1223	1135	1127	0.993458708	0.992951542	238100	354084
SAMPLE	Utg636298	no-zero-phased.vcf	323	299	4	0	1	299	299	299	299	299	103605	103605	103605	103605	103605	303	243	242	0.98679868	0.995884774	103605	121025
SAMPLE	Utg634698	no-zero-phased.vcf	4746	4660	10	0	1	4660	4660	4660	4660	4660	1729994	1729994	1729994	1729994	1729994	4670	3878	3873	0.997858672	0.998710676	1729994	1731726
SAMPLE	Utg637566	no-zero-phased.vcf	1060	835	74	0	2	417.5	417.5	334	501	835	80457	80457	76915	83999	160914	909	892	819	0.918591859	0.918161435	76915	183940
SAMPLE	Utg634668	no-zero-phased.vcf	44674	42335	97	0	2	21167.5	21167.5	2270	40065	42335	8619374	8619374	903134	16335614	17238748	42432	35168	35134	0.997713989	0.999033212	16335614	17256258
SAMPLE	Utg634578	no-zero-phased.vcf	534	483	13	1	43	9	11.23255814	2	40	483	64215	73735.34884	5197	276681	3170620	497	21	20	0.971830986	0.952380952	69155	4827333
SAMPLE	Utg636234	no-zero-phased.vcf	4364	3283	176	0	3	640	1094.333333	2	2641	3283	74329	286329	420	784238	858987	3459	3031	2860	0.949118242	0.943582976	784238	897359
SAMPLE	Utg635032	no-zero-phased.vcf	13645	13383	19	0	1	13383	13383	13383	13383	13383	4400993	4400993	4400993	4400993	4400993	13402	11316	11309	0.998582301	0.999381407	4400993	4439529
SAMPLE	Utg634994	no-zero-phased.vcf	43021	42057	64	0	1	42057	42057	42057	42057	42057	18274549	18274549	18274549	18274549	18274549	42121	35227	35206	0.998480568	0.999403866	18274549	18277966
SAMPLE	Utg635258	no-zero-phased.vcf	8333	8223	12	0	1	8223	8223	8223	8223	8223	2716847	2716847	2716847	2716847	2716847	8235	7076	7069	0.998542805	0.999010741	2716847	2744293
SAMPLE	Utg634820	no-zero-phased.vcf	5479	5029	47	0	3	111	1676.333333	99	4819	5029	46921	692364.6667	29604	2000569	2077094	5076	4378	4333	0.990740741	0.989721334	2000569	2090820
SAMPLE	Utg636474	no-zero-phased.vcf	837	666	78	0	1	666	666	666	666	666	120471	120471	120471	120471	120471	744	728	650	0.89516129	0.892857143	120471	121204
SAMPLE	Utg634776	no-zero-phased.vcf	1094	1074	4	0	1	1074	1074	1074	1074	1074	393431	393431	393431	393431	393431	1078	890	890	0.996289425	1	393431	395729
SAMPLE	Utg634672	no-zero-phased.vcf	51413	49574	92	0	1	49574	49574	49574	49574	49574	22275284	22275284	22275284	22275284	22275284	49666	41321	41292	0.998147626	0.999298178	22275284	22296604
SAMPLE	Utg634596	no-zero-phased.vcf	28804	28319	47	0	1	28319	28319	28319	28319	28319	11678877	11678877	11678877	11678877	11678877	28366	23555	23538	0.998343087	0.999278285	11678877	11684138
SAMPLE	Utg634622	no-zero-phased.vcf	31722	31325	47	0	1	31325	31325	31325	31325	31325	12986161	12986161	12986161	12986161	12986161	31372	26274	26265	0.998501849	0.999657456	12986161	12990837
SAMPLE	Utg635632	no-zero-phased.vcf	5597	5543	5	0	1	5543	5543	5543	5543	5543	1894609	1894609	1894609	1894609	1894609	5548	4639	4636	0.999098774	0.999353309	1894609	1897450
SAMPLE	Utg636194	no-zero-phased.vcf	1104	521	449	0	9	46	57.88888889	15	152	521	7641	13025.11111	2263	56465	117226	970	939	502	0.537113402	0.534611289	7590	198634
SAMPLE	Utg634718	no-zero-phased.vcf	1681	1539	0	0	2	769.5	769.5	512	1027	1539	203517.5	203517.5	77376	329659	407035	1539	1306	1306	1	1	329659	414162
SAMPLE	Utg635014	no-zero-phased.vcf	12329	12118	21	0	1	12118	12118	12118	12118	12118	5294857	5294857	5294857	5294857	5294857	12139	10038	10031	0.998270039	0.99930265	5294857	5297891
SAMPLE	Utg635690	no-zero-phased.vcf	1899	1762	2	0	1	1762	1762	1762	1762	1762	907293	907293	907293	907293	907293	1764	1440	1440	0.998866213	1	907293	908518
SAMPLE	Utg635600	no-zero-phased.vcf	5677	5644	3	0	1	5644	5644	5644	5644	5644	1966828	1966828	1966828	1966828	1966828	5647	4789	4788	0.999468744	0.999791188	1966828	1985556
SAMPLE	Utg635328	no-zero-phased.vcf	1401	1386	2	0	1	1386	1386	1386	1386	1386	625017	625017	625017	625017	625017	1388	1095	1095	0.998559078	1	625017	627400
SAMPLE	Utg636968	no-zero-phased.vcf	1139	255	699	0	4	65.5	63.75	41	83	255	9937.5	8810.75	3043	12325	35243	954	924	245	0.267295597	0.265151515	0	112399
SAMPLE	Utg636106	no-zero-phased.vcf	68	33	3	0	2	16.5	16.5	5	28	33	61417.5	61417.5	16269	106566	122835	36	8	6	0.916666667	0.75	106566	160895
SAMPLE	Utg635110	no-zero-phased.vcf	6350	6250	13	0	1	6250	6250	6250	6250	6250	2688426	2688426	2688426	2688426	2688426	6263	5136	5131	0.997924317	0.99902648	2688426	2690788
SAMPLE	Utg636678	no-zero-phased.vcf	1395	1117	97	0	3	531	372.3333333	49	537	1117	66979	63977	6044	118908	191931	1214	1171	1076	0.920098847	0.918872758	118908	206615
SAMPLE	Utg634906	no-zero-phased.vcf	10245	9956	19	0	1	9956	9956	9956	9956	9956	4096339	4096339	4096339	4096339	4096339	9975	8148	8140	0.998095238	0.999018164	4096339	4100837
SAMPLE	Utg635358	no-zero-phased.vcf	817	581	22	0	2	290.5	290.5	252	329	581	13410.5	13410.5	7559	19262	26821	603	274	264	0.963515755	0.96350365	0	82322
SAMPLE	Utg634550	no-zero-phased.vcf	9605	9070	24	0	1	9070	9070	9070	9070	9070	3610614	3610614	3610614	3610614	3610614	9094	7473	7460	0.997360897	0.998260404	3610614	3613176
SAMPLE	Utg635938	no-zero-phased.vcf	1467	1356	2	0	4	35.5	339	2	1283	1356	48494	155309.25	557	523692	621237	1358	1136	1135	0.998527246	0.999119718	523692	697844
SAMPLE	Utg634914	no-zero-phased.vcf	15517	15192	21	0	1	15192	15192	15192	15192	15192	7507557	7507557	7507557	7507557	7507557	15213	12569	12560	0.998619602	0.999283953	7507557	7515441
SAMPLE	Utg636064	no-zero-phased.vcf	561	354	200	0	4	72.5	88.5	6	203	354	7524.5	7405.25	1078	13494	29621	554	547	351	0.63898917	0.641681901	0	62994
SAMPLE	Utg635932	no-zero-phased.vcf	521	408	86	0	2	204	204	163	245	408	44471.5	44471.5	22850	66093	88943	494	481	397	0.825910931	0.825363825	66093	120408
SAMPLE	Utg635918	no-zero-phased.vcf	2104	1477	339	0	4	204	369.25	63	1006	1477	23183	37770.5	10359	94357	151082	1816	1778	1443	0.813325991	0.811586052	26624	204041
SAMPLE	Utg637120	no-zero-phased.vcf	1608	1205	146	0	3	181	401.6666667	46	978	1205	21913	91446	7482	244943	274338	1351	1320	1178	0.891931902	0.892424242	244943	291079
SAMPLE	Utg634684	no-zero-phased.vcf	6180	6060	10	0	2	3030	3030	1637	4423	6060	1460069.5	1460069.5	816858	2103281	2920139	6070	5002	5000	0.998352554	0.99960016	2103281	2943665
SAMPLE	Utg638178	no-zero-phased.vcf	916	619	31	0	2	309.5	309.5	193	426	619	64892	64892	31153	98631	129784	650	631	600	0.952307692	0.950871632	98631	145375
SAMPLE	Utg635670	no-zero-phased.vcf	1085	875	13	0	1	875	875	875	875	875	210636	210636	210636	210636	210636	888	868	855	0.98536036	0.985023041	210636	210892
SAMPLE	Utg635074	no-zero-phased.vcf	25132	23840	38	0	3	9447	7946.666667	248	14145	23840	4180331	3640286.333	287964	6452564	10920859	23878	19617	19609	0.998408577	0.99959219	6452564	10985544
SAMPLE	Utg635640	no-zero-phased.vcf	4234	4168	10	0	1	4168	4168	4168	4168	4168	1921761	1921761	1921761	1921761	1921761	4178	3455	3450	0.99760651	0.998552822	1921761	1929116
SAMPLE	Utg634924	no-zero-phased.vcf	16097	15515	19	0	1	15515	15515	15515	15515	15515	6670676	6670676	6670676	6670676	6670676	15534	12772	12763	0.998776877	0.999295334	6670676	6677429
SAMPLE	Utg636202	no-zero-phased.vcf	41	35	0	0	2	17.5	17.5	4	31	35	71747	71747	20661	122833	143494	35	17	17	1	1	122833	201128
SAMPLE	Utg634750	no-zero-phased.vcf	22648	21908	53	0	1	21908	21908	21908	21908	21908	9655435	9655435	9655435	9655435	9655435	21961	17854	17830	0.997586631	0.998655763	9655435	9657727
SAMPLE	Utg634768	no-zero-phased.vcf	27628	26852	47	0	1	26852	26852	26852	26852	26852	11872992	11872992	11872992	11872992	11872992	26899	21931	21909	0.998252723	0.998996854	11872992	11894687
SAMPLE	Utg637398	no-zero-phased.vcf	499	361	9	0	2	180.5	180.5	153	208	361	45695.5	45695.5	45580	45811	91391	370	359	350	0.975675676	0.974930362	45580	100628
SAMPLE	Utg635492	no-zero-phased.vcf	1605	1194	4	0	1	1194	1194	1194	1194	1194	488322	488322	488322	488322	488322	1198	901	897	0.996661102	0.995560488	488322	491987
SAMPLE	Utg638206	no-zero-phased.vcf	1007	694	192	0	5	115	138.8	47	240	694	9945	20569	4597	41252	102845	886	863	679	0.783295711	0.786790267	38890	149713
SAMPLE	Utg636598	no-zero-phased.vcf	944	781	4	0	1	781	781	781	781	781	255390	255390	255390	255390	255390	785	602	599	0.994904459	0.995016611	255390	255740
SAMPLE	Utg635570	no-zero-phased.vcf	7256	6211	12	0	3	2416	2070.333333	1335	2460	6211	1097360	971581	643401	1173982	2914743	6223	5190	5185	0.99807167	0.999036609	1097360	2956301
SAMPLE	Utg634782	no-zero-phased.vcf	35888	34666	40	0	3	13246	11555.33333	277	21143	34666	5250095	4181983	171138	7124716	12545949	34706	29307	29294	0.998847462	0.99955642	7124716	12597430
SAMPLE	Utg636634	no-zero-phased.vcf	2176	1328	550	0	6	91	221.3333333	13	782	1328	20886	37971.5	2593	107872	227829	1878	1855	1310	0.70713525	0.706199461	69233	336761
SAMPLE	Utg638238	no-zero-phased.vcf	495	299	28	0	3	107	99.66666667	72	120	299	28091	30100	15801	46408	90300	327	315	289	0.914373089	0.917460317	28091	105485
SAMPLE	Utg635050	no-zero-phased.vcf	609	568	7	0	47	8	12.08510638	2	67	568	51006	76070.97872	880	505153	3575336	575	15	15	0.987826087	1	72858	5045551
SAMPLE	Utg635436	no-zero-phased.vcf	765	705	10	0	20	7	35.25	2	463	705	24885	78810.8	27	307738	1576216	715	410	408	0.986013986	0.995121951	90373	2339738
SAMPLE	Utg638678	no-zero-phased.vcf	563	385	4	0	2	192.5	192.5	163	222	385	34697	34697	23893	45501	69394	389	379	376	0.989717224	0.992084433	23893	94472
SAMPLE	Utg635534	no-zero-phased.vcf	6481	6315	11	0	1	6315	6315	6315	6315	6315	2540037	2540037	2540037	2540037	2540037	6326	5178	5174	0.998261144	0.999227501	2540037	2540476
SAMPLE	Utg637422	no-zero-phased.vcf	1358	1111	198	0	4	308	277.75	47	448	1111	36080	37754.25	6855	72002	151017	1309	1279	1082	0.848739496	0.845973417	38211	173198
SAMPLE	Utg636180	no-zero-phased.vcf	43	39	0	0	2	19.5	19.5	3	36	39	54587.5	54587.5	11908	97267	109175	39	20	20	1	1	97267	140038
SAMPLE	Utg636028	no-zero-phased.vcf	413	410	2	0	1	410	410	410	410	410	149478	149478	149478	149478	149478	412	361	361	0.995145631	1	149478	163880
SAMPLE	Utg635812	no-zero-phased.vcf	1611	1527	2	0	1	1527	1527	1527	1527	1527	627284	627284	627284	627284	627284	1529	1277	1277	0.998691956	1	627284	631139
SAMPLE	Utg636484	no-zero-phased.vcf	1738	1097	19	0	3	499	365.6666667	32	566	1097	73219	69253.33333	6308	128233	207760	1116	1098	1079	0.98297491	0.982695811	128233	242167
SAMPLE	Utg636914	no-zero-phased.vcf	344	284	1	0	1	284	284	284	284	284	111157	111157	111157	111157	111157	285	232	231	0.996491228	0.995689655	111157	111776
SAMPLE	Utg636684	no-zero-phased.vcf	2231	1915	95	0	3	147	638.3333333	29	1739	1915	28476	98506.66667	3978	263066	295520	2010	1952	1860	0.952736318	0.952868852	263066	335027
SAMPLE	Utg636758	no-zero-phased.vcf	847	266	0	0	1	266	266	266	266	266	161917	161917	161917	161917	161917	266	212	212	1	1	161917	170164
SAMPLE	Utg634710	no-zero-phased.vcf	42805	41868	61	0	3	14555	13956	4	27309	41868	5468403	4794686.333	23104	8892552	14384059	41929	35278	35260	0.99854516	0.999489767	8892552	14438406
SAMPLE	Utg634594	no-zero-phased.vcf	16120	15878	24	0	1	15878	15878	15878	15878	15878	7127083	7127083	7127083	7127083	7127083	15902	13118	13116	0.998490756	0.999847538	7127083	7127528
SAMPLE	Utg636692	no-zero-phased.vcf	1195	554	99	0	3	200	184.6666667	38	316	554	22623	25179.66667	12032	40884	75539	653	629	538	0.848392037	0.855325914	12032	150283
SAMPLE	Utg636994	no-zero-phased.vcf	174	152	8	0	1	152	152	152	152	152	90744	90744	90744	90744	90744	160	159	151	0.95	0.949685535	90744	96572
SAMPLE	Utg635374	no-zero-phased.vcf	109	96	7	0	14	6.5	6.857142857	2	17	96	39310	42367.85714	342	122120	593150	103	2	2	0.932038835	1	0	1214449
SAMPLE	Utg636042	no-zero-phased.vcf	795	620	84	0	2	310	310	47	573	620	44919.5	44919.5	13221	76618	89839	704	689	607	0.880681818	0.880986938	76618	102963
SAMPLE	Utg635788	no-zero-phased.vcf	778	615	105	0	1	615	615	615	615	615	76759	76759	76759	76759	76759	720	699	597	0.854166667	0.854077253	76759	100557
SAMPLE	Utg636488	no-zero-phased.vcf	6052	5559	15	0	1	5559	5559	5559	5559	5559	2257324	2257324	2257324	2257324	2257324	5574	4785	4781	0.997308934	0.999164054	2257324	2284867
SAMPLE	Utg636052	no-zero-phased.vcf	159	128	4	0	8	3.5	16	3	83	128	30952.5	33634.75	4292	86711	269078	132	69	68	0.96969697	0.985507246	0	634393
SAMPLE	Utg634618	no-zero-phased.vcf	397	219	10	0	2	109.5	109.5	18	201	219	13035.5	13035.5	5453	20618	26071	229	218	208	0.956331878	0.95412844	0	135395
SAMPLE	Utg636022	no-zero-phased.vcf	858	234	495	0	1	234	234	234	234	234	8421	8421	8421	8421	8421	729	403	189	0.320987654	0.46898263	0	239525
SAMPLE	Utg637846	no-zero-phased.vcf	801	572	98	0	3	122	190.6666667	48	402	572	23033	38772	21488	71795	116316	670	663	567	0.853731343	0.85520362	21488	194414
SAMPLE	Utg636686	no-zero-phased.vcf	574	572	1	0	1	572	572	572	572	572	155417	155417	155417	155417	155417	573	495	495	0.998254799	1	155417	156109
SAMPLE	Utg634656	no-zero-phased.vcf	1760	1713	1	0	1	1713	1713	1713	1713	1713	682130	682130	682130	682130	682130	1714	1460	1459	0.999416569	0.999315068	682130	686680
SAMPLE	Utg635234	no-zero-phased.vcf	5396	5168	5	0	1	5168	5168	5168	5168	5168	2276894	2276894	2276894	2276894	2276894	5173	4367	4367	0.999033443	1	2276894	2277915
SAMPLE	Utg637066	no-zero-phased.vcf	1895	1220	570	0	7	172	174.2857143	34	401	1220	12464	14583.57143	2513	36388	102085	1790	1754	1193	0.681564246	0.680159635	15477	137229
SAMPLE	Utg636060	no-zero-phased.vcf	435	395	1	0	1	395	395	395	395	395	92959	92959	92959	92959	92959	396	342	341	0.997474747	0.997076023	92959	93306
SAMPLE	Utg635620	no-zero-phased.vcf	826	334	1	0	7	44	47.71428571	3	176	334	58497	110316.1429	9332	269563	772213	335	163	163	0.997014925	1	226015	902963
SAMPLE	Utg634840	no-zero-phased.vcf	781	538	39	0	23	12	23.39130435	3	118	538	55007	65432.78261	5535	259145	1504954	577	304	269	0.932409012	0.884868421	67809	2081426
SAMPLE	Utg636160	no-zero-phased.vcf	3143	2734	167	0	3	292	911.3333333	32	2410	2734	67551	138386	3868	343739	415158	2901	2804	2642	0.942433644	0.942225392	343739	467909
SAMPLE	Utg638046	no-zero-phased.vcf	1109	766	332	0	2	383	383	204	562	766	58331	58331	27142	89520	116662	1098	1074	749	0.697632058	0.697392924	89520	146887
SAMPLE	Utg634724	no-zero-phased.vcf	36342	35428	59	0	1	35428	35428	35428	35428	35428	16035966	16035966	16035966	16035966	16035966	35487	28972	28953	0.998337419	0.999344194	16035966	16050936
SAMPLE	Utg635250	no-zero-phased.vcf	2378	2144	7	0	1	2144	2144	2144	2144	2144	784410	784410	784410	784410	784410	2151	1653	1647	0.9967457	0.996370236	784410	787188
SAMPLE	Utg635336	no-zero-phased.vcf	256	7	218	0	1	7	7	7	7	7	913	913	913	913	913	225	209	4	0.031111111	0.019138756	0	90403
SAMPLE	Utg635622	no-zero-phased.vcf	3202	2602	169	0	5	237	520.4	33	1709	2602	99119	114727.2	4234	331950	573636	2771	2702	2537	0.939011187	0.938934123	331950	623866
SAMPLE	Utg635494	no-zero-phased.vcf	13568	13193	26	0	1	13193	13193	13193	13193	13193	3835523	3835523	3835523	3835523	3835523	13219	10910	10902	0.998033134	0.999266728	3835523	3836089
SAMPLE	Utg635298	no-zero-phased.vcf	2516	2471	5	0	1	2471	2471	2471	2471	2471	1156845	1156845	1156845	1156845	1156845	2476	1972	1970	0.997980614	0.998985801	1156845	1174120
SAMPLE	Utg638748	no-zero-phased.vcf	70	69	1	0	1	69	69	69	69	69	45705	45705	45705	45705	45705	70	61	61	0.985714286	1	45705	51811
SAMPLE	Utg637118	no-zero-phased.vcf	1019	903	4	0	1	903	903	903	903	903	140354	140354	140354	140354	140354	907	728	724	0.995589857	0.994505495	140354	143346
SAMPLE	Utg637006	no-zero-phased.vcf	1411	1193	124	0	2	596.5	596.5	63	1130	1193	135314.5	135314.5	37426	233203	270629	1317	1289	1165	0.905846621	0.903801396	233203	332204
SAMPLE	Utg636362	no-zero-phased.vcf	788	596	9	0	1	596	596	596	596	596	129112	129112	129112	129112	129112	605	587	578	0.985123967	0.984667802	129112	136586
SAMPLE	Utg636058	no-zero-phased.vcf	3050	2182	488	0	6	315	363.6666667	149	744	2182	82822	90263.16667	47059	177170	541579	2670	2534	2059	0.817228464	0.812549329	88904	608747
SAMPLE	Utg636114	no-zero-phased.vcf	13462	12642	11	0	1	12642	12642	12642	12642	12642	3885558	3885558	3885558	3885558	3885558	12653	10615	10611	0.999130641	0.999623175	3885558	3890652
SAMPLE	Utg636034	no-zero-phased.vcf	323	321	0	0	1	321	321	321	321	321	116851	116851	116851	116851	116851	321	277	277	1	1	116851	117973
SAMPLE	Utg635024	no-zero-phased.vcf	2759	2575	5	0	1	2575	2575	2575	2575	2575	1035879	1035879	1035879	1035879	1035879	2580	1988	1983	0.998062016	0.997484909	1035879	1047601
SAMPLE	Utg635168	no-zero-phased.vcf	12918	12672	17	0	1	12672	12672	12672	12672	12672	5980605	5980605	5980605	5980605	5980605	12689	10618	10613	0.998660257	0.999529102	5980605	5983431
SAMPLE	Utg636990	no-zero-phased.vcf	2265	1409	581	0	4	410	352.25	104	485	1409	76006.5	81953	11696	164103	327812	1990	1951	1387	0.708040201	0.710917478	116462	370342
SAMPLE	Utg637528	no-zero-phased.vcf	959	886	4	0	1	886	886	886	886	886	180576	180576	180576	180576	180576	890	877	873	0.995505618	0.995438997	180576	180898
SAMPLE	Utg634984	no-zero-phased.vcf	19107	18702	32	0	1	18702	18702	18702	18702	18702	7909819	7909819	7909819	7909819	7909819	18734	15597	15588	0.998291876	0.999422966	7909819	7913234
SAMPLE	Utg636056	no-zero-phased.vcf	2242	1441	105	0	5	284	288.2	58	571	1441	51249	56983.8	13987	99988	284919	1546	1484	1381	0.932082794	0.930592992	91240	364935
SAMPLE	Utg634590	no-zero-phased.vcf	34935	34273	56	0	1	34273	34273	34273	34273	34273	13923256	13923256	13923256	13923256	13923256	34329	28487	28466	0.998368726	0.999262822	13923256	13936439
SAMPLE	Utg636642	no-zero-phased.vcf	1323	1053	139	0	3	47	351	46	960	1053	15937	63978.33333	5645	170353	191935	1192	1180	1043	0.883389262	0.883898305	170353	224812
SAMPLE	Utg637336	no-zero-phased.vcf	804	681	2	0	1	681	681	681	681	681	218319	218319	218319	218319	218319	683	584	583	0.997071742	0.998287671	218319	223110
SAMPLE	Utg634592	no-zero-phased.vcf	729	712	1	0	6	2.5	118.6666667	2	693	712	10600	20074.83333	3735	63131	120449	713	578	577	0.998597475	0.998269896	0	255236
SAMPLE	Utg636888	no-zero-phased.vcf	503	468	8	0	1	468	468	468	468	468	105097	105097	105097	105097	105097	476	455	447	0.983193277	0.982417582	105097	105351
SAMPLE	Utg635294	no-zero-phased.vcf	14153	13588	26	0	1	13588	13588	13588	13588	13588	5797005	5797005	5797005	5797005	5797005	13614	11243	11237	0.998090201	0.999466335	5797005	5812903
SAMPLE	Utg635192	no-zero-phased.vcf	6663	6581	9	0	1	6581	6581	6581	6581	6581	2426751	2426751	2426751	2426751	2426751	6590	5616	5611	0.998634294	0.999109687	2426751	2427250
SAMPLE	Utg635908	no-zero-phased.vcf	2419	1796	383	0	4	379	449	240	798	1796	28233.5	46396	15415	113702	185584	2179	2126	1764	0.824231299	0.829727187	113702	208720
SAMPLE	Utg634954	no-zero-phased.vcf	776	713	12	0	29	7	24.5862069	2	333	713	33017	48445.10345	3778	180837	1404908	725	446	445	0.983448276	0.997757848	18418	2681693
SAMPLE	Utg635130	no-zero-phased.vcf	4952	4750	9	0	34	5	139.7058824	2	4477	4750	35595.5	58410.61765	2016	356567	1985961	4759	3851	3847	0.998108846	0.998961309	43232	3117374
SAMPLE	Utg637726	no-zero-phased.vcf	949	716	94	0	3	162	238.6666667	137	417	716	15244	26699.33333	13071	51783	80098	810	792	703	0.883950617	0.887626263	51783	101010
SAMPLE	Utg634648	no-zero-phased.vcf	6251	5916	9	0	1	5916	5916	5916	5916	5916	2717961	2717961	2717961	2717961	2717961	5925	4949	4942	0.998481013	0.998585573	2717961	2733940
SAMPLE	Utg635124	no-zero-phased.vcf	2791	2744	1	0	1	2744	2744	2744	2744	2744	1263241	1263241	1263241	1263241	1263241	2745	2250	2249	0.999635701	0.999555556	1263241	1264348
SAMPLE	Utg637430	no-zero-phased.vcf	3205	2697	170	0	3	752	899	154	1791	2697	146264	113599.3333	9794	184740	340798	2867	2821	2657	0.940704569	0.941864587	184740	359146
SAMPLE	Utg635500	no-zero-phased.vcf	1068	676	1	0	1	676	676	676	676	676	380203	380203	380203	380203	380203	677	552	551	0.998522895	0.998188406	380203	383379
SAMPLE	Utg634988	no-zero-phased.vcf	13178	12920	31	0	2	6460	6460	6	12914	12920	2683495	2683495	5206	5361784	5366990	12951	10691	10682	0.997606362	0.99915817	5361784	5397265
SAMPLE	Utg637226	no-zero-phased.vcf	747	570	76	0	2	285	285	135	435	570	53262.5	53262.5	29363	77162	106525	646	637	561	0.882352941	0.880690738	77162	127468
SAMPLE	Utg634944	no-zero-phased.vcf	573	552	4	0	11	11	50.18181818	4	420	552	81172	88119.81818	20728	195101	969318	556	344	344	0.992805755	1	102286	1290694
SAMPLE	Utg635850	no-zero-phased.vcf	74	27	0	0	1	27	27	27	27	27	223146	223146	223146	223146	223146	27	1	1	1	1	223146	232027
